,ladcd,label,year,quarter,ONS LA Code
797,1,"(2017, 'Q2', 'E06000025')",2017,Q2,E06000025
798,3,"(2017, 'Q2', 'E06000052')",2017,Q2,E06000052
799,2,"(2017, 'Q2', 'E06000056')",2017,Q2,E06000056
800,1,"(2017, 'Q2', 'E07000082')",2017,Q2,E07000082
801,1,"(2017, 'Q2', 'E07000092')",2017,Q2,E07000092
802,5,"(2017, 'Q2', 'E07000099')",2017,Q2,E07000099
803,7,"(2017, 'Q2', 'E07000103')",2017,Q2,E07000103
804,1,"(2017, 'Q2', 'E07000144')",2017,Q2,E07000144
805,2,"(2017, 'Q2', 'E07000215')",2017,Q2,E07000215
806,1,"(2017, 'Q2', 'E07000225')",2017,Q2,E07000225
807,4,"(2017, 'Q2', 'E08000026')",2017,Q2,E08000026
808,1,"(2017, 'Q2', 'E08000035')",2017,Q2,E08000035
809,1,"(2017, 'Q2', 'E09000017')",2017,Q2,E09000017
810,4,"(2017, 'Q2', 'E09000026')",2017,Q2,E09000026
811,5,"(2017, 'Q2', 'S12000013')",2017,Q2,S12000013
812,1,"(2017, 'Q2', 'S12000026')",2017,Q2,S12000026
813,3,"(2017, 'Q2', 'S12000029')",2017,Q2,S12000029
814,2,"(2017, 'Q2', 'S12000034')",2017,Q2,S12000034
815,2,"(2017, 'Q2', 'S12000035')",2017,Q2,S12000035
816,1,"(2017, 'Q2', 'S12000036')",2017,Q2,S12000036
817,1,"(2017, 'Q2', 'S12000038')",2017,Q2,S12000038
818,2,"(2017, 'Q2', 'S12000044')",2017,Q2,S12000044
819,1,"(2017, 'Q2', 'S12000046')",2017,Q2,S12000046
820,1,"(2017, 'Q2', 'S12000048')",2017,Q2,S12000048
821,1,"(2017, 'Q3', 'E07000035')",2017,Q3,E07000035
822,1,"(2017, 'Q3', 'E07000084')",2017,Q3,E07000084
823,1,"(2017, 'Q3', 'E09000004')",2017,Q3,E09000004
824,1,"(2017, 'Q3', 'S12000008')",2017,Q3,S12000008
825,1,"(2017, 'Q3', 'S12000011')",2017,Q3,S12000011
826,1,"(2017, 'Q3', 'S12000013')",2017,Q3,S12000013
827,3,"(2017, 'Q3', 'S12000017')",2017,Q3,S12000017
828,1,"(2017, 'Q3', 'S12000018')",2017,Q3,S12000018
829,2,"(2017, 'Q3', 'S12000028')",2017,Q3,S12000028
830,2,"(2017, 'Q3', 'S12000030')",2017,Q3,S12000030
831,2,"(2017, 'Q3', 'S12000035')",2017,Q3,S12000035
832,1,"(2017, 'Q3', 'S12000036')",2017,Q3,S12000036
833,2,"(2017, 'Q3', 'S12000039')",2017,Q3,S12000039
834,1,"(2017, 'Q3', 'S12000040')",2017,Q3,S12000040
835,2,"(2017, 'Q3', 'S12000042')",2017,Q3,S12000042
836,1,"(2017, 'Q3', 'S12000044')",2017,Q3,S12000044
837,10,"(2017, 'Q3', 'S12000046')",2017,Q3,S12000046
838,4,"(2017, 'Q3', 'S12000047')",2017,Q3,S12000047
839,2,"(2017, 'Q3', 'S12000048')",2017,Q3,S12000048
840,2,"(2017, 'Q4', 'E06000034')",2017,Q4,E06000034
841,1,"(2017, 'Q4', 'E07000042')",2017,Q4,E07000042
842,2,"(2017, 'Q4', 'E07000088')",2017,Q4,E07000088
843,1,"(2017, 'Q4', 'E07000144')",2017,Q4,E07000144
844,1,"(2017, 'Q4', 'E07000200')",2017,Q4,E07000200
845,1,"(2017, 'Q4', 'E08000008')",2017,Q4,E08000008
846,2,"(2017, 'Q4', 'S12000013')",2017,Q4,S12000013
847,1,"(2017, 'Q4', 'S12000014')",2017,Q4,S12000014
848,1,"(2017, 'Q4', 'S12000017')",2017,Q4,S12000017
849,1,"(2017, 'Q4', 'S12000021')",2017,Q4,S12000021
850,1,"(2017, 'Q4', 'S12000035')",2017,Q4,S12000035
851,2,"(2017, 'Q4', 'S12000036')",2017,Q4,S12000036
852,1,"(2017, 'Q4', 'S12000038')",2017,Q4,S12000038
853,3,"(2017, 'Q4', 'S12000042')",2017,Q4,S12000042
854,2,"(2017, 'Q4', 'S12000046')",2017,Q4,S12000046
855,3,"(2017, 'Q4', 'S12000048')",2017,Q4,S12000048
856,2,"(2018, 'Q1', 'E06000004')",2018,Q1,E06000004
857,2,"(2018, 'Q1', 'E06000023')",2018,Q1,E06000023
858,1,"(2018, 'Q1', 'E06000027')",2018,Q1,E06000027
859,1,"(2018, 'Q1', 'E06000030')",2018,Q1,E06000030
860,1,"(2018, 'Q1', 'E06000031')",2018,Q1,E06000031
861,1,"(2018, 'Q1', 'E06000033')",2018,Q1,E06000033
862,2,"(2018, 'Q1', 'E06000038')",2018,Q1,E06000038
863,1,"(2018, 'Q1', 'E06000042')",2018,Q1,E06000042
864,1,"(2018, 'Q1', 'E06000052')",2018,Q1,E06000052
865,2,"(2018, 'Q1', 'E07000042')",2018,Q1,E07000042
866,1,"(2018, 'Q1', 'E07000062')",2018,Q1,E07000062
867,1,"(2018, 'Q1', 'E07000074')",2018,Q1,E07000074
868,2,"(2018, 'Q1', 'E07000085')",2018,Q1,E07000085
869,3,"(2018, 'Q1', 'E07000094')",2018,Q1,E07000094
870,1,"(2018, 'Q1', 'E07000095')",2018,Q1,E07000095
871,1,"(2018, 'Q1', 'E07000109')",2018,Q1,E07000109
872,1,"(2018, 'Q1', 'E07000111')",2018,Q1,E07000111
873,1,"(2018, 'Q1', 'E07000112')",2018,Q1,E07000112
874,1,"(2018, 'Q1', 'E07000116')",2018,Q1,E07000116
875,1,"(2018, 'Q1', 'E07000127')",2018,Q1,E07000127
876,1,"(2018, 'Q1', 'E07000135')",2018,Q1,E07000135
877,3,"(2018, 'Q1', 'E07000165')",2018,Q1,E07000165
878,2,"(2018, 'Q1', 'E07000171')",2018,Q1,E07000171
879,2,"(2018, 'Q1', 'E07000187')",2018,Q1,E07000187
880,1,"(2018, 'Q1', 'E07000205')",2018,Q1,E07000205
881,1,"(2018, 'Q1', 'E07000211')",2018,Q1,E07000211
882,1,"(2018, 'Q1', 'E07000212')",2018,Q1,E07000212
883,1,"(2018, 'Q1', 'E08000011')",2018,Q1,E08000011
884,2,"(2018, 'Q1', 'E08000018')",2018,Q1,E08000018
885,1,"(2018, 'Q1', 'E08000025')",2018,Q1,E08000025
886,1,"(2018, 'Q1', 'E09000004')",2018,Q1,E09000004
887,2,"(2018, 'Q1', 'E09000006')",2018,Q1,E09000006
888,1,"(2018, 'Q1', 'E09000015')",2018,Q1,E09000015
889,2,"(2018, 'Q1', 'S12000040')",2018,Q1,S12000040
890,2,"(2018, 'Q1', 'S12000044')",2018,Q1,S12000044
891,1,"(2018, 'Q1', 'W06000009')",2018,Q1,W06000009
892,3,"(2018, 'Q1', 'W06000015')",2018,Q1,W06000015
893,2,"(2018, 'Q2', 'E06000004')",2018,Q2,E06000004
894,1,"(2018, 'Q2', 'E06000014')",2018,Q2,E06000014
895,1,"(2018, 'Q2', 'E06000019')",2018,Q2,E06000019
896,1,"(2018, 'Q2', 'E06000023')",2018,Q2,E06000023
897,1,"(2018, 'Q2', 'E06000040')",2018,Q2,E06000040
898,2,"(2018, 'Q2', 'E06000047')",2018,Q2,E06000047
899,2,"(2018, 'Q2', 'E06000049')",2018,Q2,E06000049
900,2,"(2018, 'Q2', 'E06000054')",2018,Q2,E06000054
901,2,"(2018, 'Q2', 'E07000007')",2018,Q2,E07000007
902,2,"(2018, 'Q2', 'E07000043')",2018,Q2,E07000043
903,2,"(2018, 'Q2', 'E07000072')",2018,Q2,E07000072
904,2,"(2018, 'Q2', 'E07000081')",2018,Q2,E07000081
905,2,"(2018, 'Q2', 'E07000090')",2018,Q2,E07000090
906,1,"(2018, 'Q2', 'E07000094')",2018,Q2,E07000094
907,2,"(2018, 'Q2', 'E07000110')",2018,Q2,E07000110
908,3,"(2018, 'Q2', 'E07000114')",2018,Q2,E07000114
909,2,"(2018, 'Q2', 'E07000142')",2018,Q2,E07000142
910,2,"(2018, 'Q2', 'E07000174')",2018,Q2,E07000174
911,2,"(2018, 'Q2', 'E07000177')",2018,Q2,E07000177
912,1,"(2018, 'Q2', 'E07000200')",2018,Q2,E07000200
913,1,"(2018, 'Q2', 'E07000207')",2018,Q2,E07000207
914,2,"(2018, 'Q2', 'E07000211')",2018,Q2,E07000211
915,4,"(2018, 'Q2', 'E07000219')",2018,Q2,E07000219
916,1,"(2018, 'Q2', 'E07000238')",2018,Q2,E07000238
917,4,"(2018, 'Q2', 'E08000003')",2018,Q2,E08000003
918,6,"(2018, 'Q2', 'E08000006')",2018,Q2,E08000006
919,2,"(2018, 'Q2', 'E08000012')",2018,Q2,E08000012
920,3,"(2018, 'Q2', 'E08000021')",2018,Q2,E08000021
921,1,"(2018, 'Q2', 'E08000029')",2018,Q2,E08000029
922,1,"(2018, 'Q2', 'E08000033')",2018,Q2,E08000033
923,2,"(2018, 'Q2', 'E08000034')",2018,Q2,E08000034
924,8,"(2018, 'Q2', 'E08000035')",2018,Q2,E08000035
925,1,"(2018, 'Q2', 'E08000036')",2018,Q2,E08000036
926,1,"(2018, 'Q2', 'E09000005')",2018,Q2,E09000005
927,1,"(2018, 'Q2', 'E09000017')",2018,Q2,E09000017
928,1,"(2018, 'Q2', 'S12000006')",2018,Q2,S12000006
929,2,"(2018, 'Q2', 'S12000008')",2018,Q2,S12000008
930,1,"(2018, 'Q2', 'S12000020')",2018,Q2,S12000020
931,1,"(2018, 'Q2', 'S12000021')",2018,Q2,S12000021
932,1,"(2018, 'Q2', 'S12000029')",2018,Q2,S12000029
933,2,"(2018, 'Q2', 'S12000041')",2018,Q2,S12000041
934,2,"(2018, 'Q2', 'S12000044')",2018,Q2,S12000044
935,1,"(2018, 'Q2', 'S12000045')",2018,Q2,S12000045
936,4,"(2018, 'Q2', 'S12000047')",2018,Q2,S12000047
937,2,"(2018, 'Q2', 'W06000022')",2018,Q2,W06000022
938,2,"(2018, 'Q3', 'E06000005')",2018,Q3,E06000005
939,2,"(2018, 'Q3', 'E06000008')",2018,Q3,E06000008
940,2,"(2018, 'Q3', 'E06000014')",2018,Q3,E06000014
941,1,"(2018, 'Q3', 'E06000021')",2018,Q3,E06000021
942,1,"(2018, 'Q3', 'E06000023')",2018,Q3,E06000023
943,1,"(2018, 'Q3', 'E06000024')",2018,Q3,E06000024
944,1,"(2018, 'Q3', 'E06000026')",2018,Q3,E06000026
945,2,"(2018, 'Q3', 'E06000031')",2018,Q3,E06000031
946,2,"(2018, 'Q3', 'E06000041')",2018,Q3,E06000041
947,1,"(2018, 'Q3', 'E06000047')",2018,Q3,E06000047
948,2,"(2018, 'Q3', 'E06000051')",2018,Q3,E06000051
949,2,"(2018, 'Q3', 'E06000057')",2018,Q3,E06000057
950,2,"(2018, 'Q3', 'E07000007')",2018,Q3,E07000007
951,2,"(2018, 'Q3', 'E07000042')",2018,Q3,E07000042
952,1,"(2018, 'Q3', 'E07000049')",2018,Q3,E07000049
953,2,"(2018, 'Q3', 'E07000071')",2018,Q3,E07000071
954,1,"(2018, 'Q3', 'E07000084')",2018,Q3,E07000084
955,1,"(2018, 'Q3', 'E07000085')",2018,Q3,E07000085
956,2,"(2018, 'Q3', 'E07000093')",2018,Q3,E07000093
957,2,"(2018, 'Q3', 'E07000148')",2018,Q3,E07000148
958,2,"(2018, 'Q3', 'E07000193')",2018,Q3,E07000193
959,2,"(2018, 'Q3', 'E07000197')",2018,Q3,E07000197
960,2,"(2018, 'Q3', 'E07000213')",2018,Q3,E07000213
961,2,"(2018, 'Q3', 'E07000238')",2018,Q3,E07000238
962,1,"(2018, 'Q3', 'E08000001')",2018,Q3,E08000001
963,1,"(2018, 'Q3', 'E08000003')",2018,Q3,E08000003
964,5,"(2018, 'Q3', 'E08000009')",2018,Q3,E08000009
965,2,"(2018, 'Q3', 'E08000011')",2018,Q3,E08000011
966,1,"(2018, 'Q3', 'E08000017')",2018,Q3,E08000017
967,1,"(2018, 'Q3', 'E08000019')",2018,Q3,E08000019
968,1,"(2018, 'Q3', 'E08000027')",2018,Q3,E08000027
969,1,"(2018, 'Q3', 'E08000028')",2018,Q3,E08000028
970,2,"(2018, 'Q3', 'E08000029')",2018,Q3,E08000029
971,1,"(2018, 'Q3', 'E08000031')",2018,Q3,E08000031
972,1,"(2018, 'Q3', 'E08000032')",2018,Q3,E08000032
973,1,"(2018, 'Q3', 'E08000035')",2018,Q3,E08000035
974,2,"(2018, 'Q3', 'E08000037')",2018,Q3,E08000037
975,1,"(2018, 'Q3', 'E09000005')",2018,Q3,E09000005
976,2,"(2018, 'Q3', 'E09000006')",2018,Q3,E09000006
977,1,"(2018, 'Q3', 'E09000016')",2018,Q3,E09000016
978,2,"(2018, 'Q3', 'E09000017')",2018,Q3,E09000017
979,1,"(2018, 'Q3', 'E09000028')",2018,Q3,E09000028
980,1,"(2018, 'Q3', 'S12000029')",2018,Q3,S12000029
981,1,"(2018, 'Q3', 'S12000034')",2018,Q3,S12000034
982,4,"(2018, 'Q3', 'S12000038')",2018,Q3,S12000038
983,3,"(2018, 'Q3', 'S12000044')",2018,Q3,S12000044
984,1,"(2018, 'Q3', 'S12000045')",2018,Q3,S12000045
985,4,"(2018, 'Q3', 'S12000046')",2018,Q3,S12000046
986,2,"(2018, 'Q4', 'E06000002')",2018,Q4,E06000002
987,1,"(2018, 'Q4', 'E06000003')",2018,Q4,E06000003
988,1,"(2018, 'Q4', 'E06000010')",2018,Q4,E06000010
989,1,"(2018, 'Q4', 'E06000013')",2018,Q4,E06000013
990,1,"(2018, 'Q4', 'E06000018')",2018,Q4,E06000018
991,1,"(2018, 'Q4', 'E06000025')",2018,Q4,E06000025
992,1,"(2018, 'Q4', 'E06000038')",2018,Q4,E06000038
993,2,"(2018, 'Q4', 'E06000041')",2018,Q4,E06000041
994,4,"(2018, 'Q4', 'E06000047')",2018,Q4,E06000047
995,1,"(2018, 'Q4', 'E06000050')",2018,Q4,E06000050
996,2,"(2018, 'Q4', 'E07000009')",2018,Q4,E07000009
997,1,"(2018, 'Q4', 'E07000032')",2018,Q4,E07000032
998,1,"(2018, 'Q4', 'E07000046')",2018,Q4,E07000046
999,2,"(2018, 'Q4', 'E07000061')",2018,Q4,E07000061
1000,1,"(2018, 'Q4', 'E07000063')",2018,Q4,E07000063
1001,2,"(2018, 'Q4', 'E07000067')",2018,Q4,E07000067
1002,4,"(2018, 'Q4', 'E07000070')",2018,Q4,E07000070
1003,1,"(2018, 'Q4', 'E07000081')",2018,Q4,E07000081
1004,3,"(2018, 'Q4', 'E07000090')",2018,Q4,E07000090
1005,1,"(2018, 'Q4', 'E07000094')",2018,Q4,E07000094
1006,1,"(2018, 'Q4', 'E07000103')",2018,Q4,E07000103
1007,2,"(2018, 'Q4', 'E07000112')",2018,Q4,E07000112
1008,2,"(2018, 'Q4', 'E07000123')",2018,Q4,E07000123
1009,1,"(2018, 'Q4', 'E07000127')",2018,Q4,E07000127
1010,1,"(2018, 'Q4', 'E07000141')",2018,Q4,E07000141
1011,1,"(2018, 'Q4', 'E07000142')",2018,Q4,E07000142
1012,1,"(2018, 'Q4', 'E07000148')",2018,Q4,E07000148
1013,2,"(2018, 'Q4', 'E07000149')",2018,Q4,E07000149
1014,2,"(2018, 'Q4', 'E07000156')",2018,Q4,E07000156
1015,1,"(2018, 'Q4', 'E07000163')",2018,Q4,E07000163
1016,1,"(2018, 'Q4', 'E07000167')",2018,Q4,E07000167
1017,1,"(2018, 'Q4', 'E07000192')",2018,Q4,E07000192
1018,1,"(2018, 'Q4', 'E07000193')",2018,Q4,E07000193
1019,2,"(2018, 'Q4', 'E07000195')",2018,Q4,E07000195
1020,1,"(2018, 'Q4', 'E07000200')",2018,Q4,E07000200
1021,1,"(2018, 'Q4', 'E07000205')",2018,Q4,E07000205
1022,2,"(2018, 'Q4', 'E07000206')",2018,Q4,E07000206
1023,1,"(2018, 'Q4', 'E07000207')",2018,Q4,E07000207
1024,1,"(2018, 'Q4', 'E07000221')",2018,Q4,E07000221
1025,1,"(2018, 'Q4', 'E07000226')",2018,Q4,E07000226
1026,1,"(2018, 'Q4', 'E07000227')",2018,Q4,E07000227
1027,1,"(2018, 'Q4', 'E07000228')",2018,Q4,E07000228
1028,1,"(2018, 'Q4', 'E07000240')",2018,Q4,E07000240
1029,5,"(2018, 'Q4', 'E08000006')",2018,Q4,E08000006
1030,2,"(2018, 'Q4', 'E08000010')",2018,Q4,E08000010
1031,1,"(2018, 'Q4', 'E08000017')",2018,Q4,E08000017
1032,2,"(2018, 'Q4', 'E08000022')",2018,Q4,E08000022
1033,6,"(2018, 'Q4', 'E08000023')",2018,Q4,E08000023
1034,1,"(2018, 'Q4', 'E08000024')",2018,Q4,E08000024
1035,1,"(2018, 'Q4', 'E08000026')",2018,Q4,E08000026
1036,2,"(2018, 'Q4', 'E08000028')",2018,Q4,E08000028
1037,2,"(2018, 'Q4', 'E08000030')",2018,Q4,E08000030
1038,1,"(2018, 'Q4', 'E08000031')",2018,Q4,E08000031
1039,2,"(2018, 'Q4', 'E08000035')",2018,Q4,E08000035
1040,3,"(2018, 'Q4', 'E08000036')",2018,Q4,E08000036
1041,1,"(2018, 'Q4', 'E09000003')",2018,Q4,E09000003
1042,1,"(2018, 'Q4', 'E09000005')",2018,Q4,E09000005
1043,1,"(2018, 'Q4', 'E09000009')",2018,Q4,E09000009
1044,1,"(2018, 'Q4', 'E09000011')",2018,Q4,E09000011
1045,1,"(2018, 'Q4', 'E09000018')",2018,Q4,E09000018
1046,2,"(2018, 'Q4', 'S12000006')",2018,Q4,S12000006
1047,2,"(2018, 'Q4', 'S12000028')",2018,Q4,S12000028
1048,2,"(2018, 'Q4', 'S12000046')",2018,Q4,S12000046
1049,1,"(2018, 'Q4', 'W06000006')",2018,Q4,W06000006
1050,2,"(2019, 'Q1', 'E06000002')",2019,Q1,E06000002
1051,1,"(2019, 'Q1', 'E06000017')",2019,Q1,E06000017
1052,1,"(2019, 'Q1', 'E06000018')",2019,Q1,E06000018
1053,2,"(2019, 'Q1', 'E06000019')",2019,Q1,E06000019
1054,2,"(2019, 'Q1', 'E06000047')",2019,Q1,E06000047
1055,1,"(2019, 'Q1', 'E06000049')",2019,Q1,E06000049
1056,2,"(2019, 'Q1', 'E06000050')",2019,Q1,E06000050
1057,1,"(2019, 'Q1', 'E06000051')",2019,Q1,E06000051
1058,1,"(2019, 'Q1', 'E07000004')",2019,Q1,E07000004
1059,7,"(2019, 'Q1', 'E07000005')",2019,Q1,E07000005
1060,9,"(2019, 'Q1', 'E07000007')",2019,Q1,E07000007
1061,2,"(2019, 'Q1', 'E07000032')",2019,Q1,E07000032
1062,1,"(2019, 'Q1', 'E07000033')",2019,Q1,E07000033
1063,3,"(2019, 'Q1', 'E07000035')",2019,Q1,E07000035
1064,2,"(2019, 'Q1', 'E07000039')",2019,Q1,E07000039
1065,1,"(2019, 'Q1', 'E07000041')",2019,Q1,E07000041
1066,1,"(2019, 'Q1', 'E07000043')",2019,Q1,E07000043
1067,2,"(2019, 'Q1', 'E07000046')",2019,Q1,E07000046
1068,1,"(2019, 'Q1', 'E07000082')",2019,Q1,E07000082
1069,1,"(2019, 'Q1', 'E07000085')",2019,Q1,E07000085
1070,2,"(2019, 'Q1', 'E07000087')",2019,Q1,E07000087
1071,2,"(2019, 'Q1', 'E07000127')",2019,Q1,E07000127
1072,1,"(2019, 'Q1', 'E07000131')",2019,Q1,E07000131
1073,4,"(2019, 'Q1', 'E07000141')",2019,Q1,E07000141
1074,1,"(2019, 'Q1', 'E07000142')",2019,Q1,E07000142
1075,2,"(2019, 'Q1', 'E07000143')",2019,Q1,E07000143
1076,1,"(2019, 'Q1', 'E07000148')",2019,Q1,E07000148
1077,2,"(2019, 'Q1', 'E07000155')",2019,Q1,E07000155
1078,1,"(2019, 'Q1', 'E07000170')",2019,Q1,E07000170
1079,4,"(2019, 'Q1', 'E07000172')",2019,Q1,E07000172
1080,7,"(2019, 'Q1', 'E07000173')",2019,Q1,E07000173
1081,1,"(2019, 'Q1', 'E07000187')",2019,Q1,E07000187
1082,1,"(2019, 'Q1', 'E07000193')",2019,Q1,E07000193
1083,1,"(2019, 'Q1', 'E07000198')",2019,Q1,E07000198
1084,1,"(2019, 'Q1', 'E07000202')",2019,Q1,E07000202
1085,3,"(2019, 'Q1', 'E07000204')",2019,Q1,E07000204
1086,1,"(2019, 'Q1', 'E07000205')",2019,Q1,E07000205
1087,2,"(2019, 'Q1', 'E07000207')",2019,Q1,E07000207
1088,2,"(2019, 'Q1', 'E07000221')",2019,Q1,E07000221
1089,1,"(2019, 'Q1', 'E07000234')",2019,Q1,E07000234
1090,2,"(2019, 'Q1', 'E08000005')",2019,Q1,E08000005
1091,2,"(2019, 'Q1', 'E08000006')",2019,Q1,E08000006
1092,1,"(2019, 'Q1', 'E08000010')",2019,Q1,E08000010
1093,3,"(2019, 'Q1', 'E08000012')",2019,Q1,E08000012
1094,2,"(2019, 'Q1', 'E08000023')",2019,Q1,E08000023
1095,71,"(2019, 'Q1', 'E08000026')",2019,Q1,E08000026
1096,3,"(2019, 'Q1', 'E08000032')",2019,Q1,E08000032
1097,1,"(2019, 'Q1', 'E08000033')",2019,Q1,E08000033
1098,2,"(2019, 'Q1', 'E08000035')",2019,Q1,E08000035
1099,2,"(2019, 'Q1', 'E09000015')",2019,Q1,E09000015
1100,2,"(2019, 'Q1', 'E09000030')",2019,Q1,E09000030
1101,1,"(2019, 'Q1', 'S12000042')",2019,Q1,S12000042
1102,1,"(2019, 'Q1', 'W06000004')",2019,Q1,W06000004
1103,4,"(2019, 'Q1', 'W06000006')",2019,Q1,W06000006
1104,1,"(2019, 'Q1', 'W06000015')",2019,Q1,W06000015
1105,2,"(2019, 'Q2', 'E06000010')",2019,Q2,E06000010
1106,1,"(2019, 'Q2', 'E06000011')",2019,Q2,E06000011
1107,16,"(2019, 'Q2', 'E06000015')",2019,Q2,E06000015
1108,1,"(2019, 'Q2', 'E06000017')",2019,Q2,E06000017
1109,78,"(2019, 'Q2', 'E06000018')",2019,Q2,E06000018
1110,2,"(2019, 'Q2', 'E06000022')",2019,Q2,E06000022
1111,1,"(2019, 'Q2', 'E06000026')",2019,Q2,E06000026
1112,2,"(2019, 'Q2', 'E06000031')",2019,Q2,E06000031
1113,11,"(2019, 'Q2', 'E06000032')",2019,Q2,E06000032
1114,6,"(2019, 'Q2', 'E06000052')",2019,Q2,E06000052
1115,1,"(2019, 'Q2', 'E06000054')",2019,Q2,E06000054
1116,1,"(2019, 'Q2', 'E06000056')",2019,Q2,E06000056
1117,1,"(2019, 'Q2', 'E06000057')",2019,Q2,E06000057
1118,1,"(2019, 'Q2', 'E07000004')",2019,Q2,E07000004
1119,2,"(2019, 'Q2', 'E07000028')",2019,Q2,E07000028
1120,1,"(2019, 'Q2', 'E07000030')",2019,Q2,E07000030
1121,4,"(2019, 'Q2', 'E07000031')",2019,Q2,E07000031
1122,1,"(2019, 'Q2', 'E07000032')",2019,Q2,E07000032
1123,1,"(2019, 'Q2', 'E07000034')",2019,Q2,E07000034
1124,2,"(2019, 'Q2', 'E07000035')",2019,Q2,E07000035
1125,1,"(2019, 'Q2', 'E07000036')",2019,Q2,E07000036
1126,1,"(2019, 'Q2', 'E07000038')",2019,Q2,E07000038
1127,2,"(2019, 'Q2', 'E07000040')",2019,Q2,E07000040
1128,2,"(2019, 'Q2', 'E07000062')",2019,Q2,E07000062
1129,4,"(2019, 'Q2', 'E07000082')",2019,Q2,E07000082
1130,2,"(2019, 'Q2', 'E07000089')",2019,Q2,E07000089
1131,3,"(2019, 'Q2', 'E07000110')",2019,Q2,E07000110
1132,1,"(2019, 'Q2', 'E07000113')",2019,Q2,E07000113
1133,3,"(2019, 'Q2', 'E07000116')",2019,Q2,E07000116
1134,3,"(2019, 'Q2', 'E07000120')",2019,Q2,E07000120
1135,8,"(2019, 'Q2', 'E07000121')",2019,Q2,E07000121
1136,2,"(2019, 'Q2', 'E07000122')",2019,Q2,E07000122
1137,2,"(2019, 'Q2', 'E07000131')",2019,Q2,E07000131
1138,1,"(2019, 'Q2', 'E07000133')",2019,Q2,E07000133
1139,2,"(2019, 'Q2', 'E07000138')",2019,Q2,E07000138
1140,1,"(2019, 'Q2', 'E07000163')",2019,Q2,E07000163
1141,4,"(2019, 'Q2', 'E07000170')",2019,Q2,E07000170
1142,4,"(2019, 'Q2', 'E07000171')",2019,Q2,E07000171
1143,20,"(2019, 'Q2', 'E07000172')",2019,Q2,E07000172
1144,1,"(2019, 'Q2', 'E07000173')",2019,Q2,E07000173
1145,1,"(2019, 'Q2', 'E07000174')",2019,Q2,E07000174
1146,1,"(2019, 'Q2', 'E07000175')",2019,Q2,E07000175
1147,1,"(2019, 'Q2', 'E07000176')",2019,Q2,E07000176
1148,1,"(2019, 'Q2', 'E07000189')",2019,Q2,E07000189
1149,1,"(2019, 'Q2', 'E07000216')",2019,Q2,E07000216
1150,1,"(2019, 'Q2', 'E07000217')",2019,Q2,E07000217
1151,1,"(2019, 'Q2', 'E07000236')",2019,Q2,E07000236
1152,2,"(2019, 'Q2', 'E07000237')",2019,Q2,E07000237
1153,1,"(2019, 'Q2', 'E07000238')",2019,Q2,E07000238
1154,2,"(2019, 'Q2', 'E07000239')",2019,Q2,E07000239
1155,1,"(2019, 'Q2', 'E07000241')",2019,Q2,E07000241
1156,2,"(2019, 'Q2', 'E08000003')",2019,Q2,E08000003
1157,2,"(2019, 'Q2', 'E08000006')",2019,Q2,E08000006
1158,1,"(2019, 'Q2', 'E08000008')",2019,Q2,E08000008
1159,4,"(2019, 'Q2', 'E08000012')",2019,Q2,E08000012
1160,2,"(2019, 'Q2', 'E08000013')",2019,Q2,E08000013
1161,2,"(2019, 'Q2', 'E08000015')",2019,Q2,E08000015
1162,2,"(2019, 'Q2', 'E08000017')",2019,Q2,E08000017
1163,7,"(2019, 'Q2', 'E08000018')",2019,Q2,E08000018
1164,3,"(2019, 'Q2', 'E08000019')",2019,Q2,E08000019
1165,2,"(2019, 'Q2', 'E08000031')",2019,Q2,E08000031
1166,2,"(2019, 'Q2', 'E08000032')",2019,Q2,E08000032
1167,2,"(2019, 'Q2', 'E08000034')",2019,Q2,E08000034
1168,1,"(2019, 'Q2', 'E08000035')",2019,Q2,E08000035
1169,3,"(2019, 'Q2', 'E08000036')",2019,Q2,E08000036
1170,3,"(2019, 'Q2', 'E09000007')",2019,Q2,E09000007
1171,3,"(2019, 'Q2', 'E09000011')",2019,Q2,E09000011
1172,1,"(2019, 'Q2', 'E09000014')",2019,Q2,E09000014
1173,1,"(2019, 'Q2', 'E09000015')",2019,Q2,E09000015
1174,2,"(2019, 'Q2', 'E09000018')",2019,Q2,E09000018
1175,2,"(2019, 'Q2', 'E09000019')",2019,Q2,E09000019
1176,18,"(2019, 'Q2', 'E09000020')",2019,Q2,E09000020
1177,2,"(2019, 'Q2', 'E09000022')",2019,Q2,E09000022
1178,8,"(2019, 'Q2', 'E09000027')",2019,Q2,E09000027
1179,1,"(2019, 'Q2', 'E09000028')",2019,Q2,E09000028
1180,3,"(2019, 'Q2', 'E09000032')",2019,Q2,E09000032
1181,12,"(2019, 'Q2', 'E09000033')",2019,Q2,E09000033
1182,2,"(2019, 'Q2', 'S12000006')",2019,Q2,S12000006
1183,2,"(2019, 'Q2', 'S12000030')",2019,Q2,S12000030
1184,2,"(2019, 'Q2', 'S12000033')",2019,Q2,S12000033
1185,1,"(2019, 'Q2', 'S12000042')",2019,Q2,S12000042
1186,1,"(2019, 'Q2', 'W06000006')",2019,Q2,W06000006
1187,14,"(2019, 'Q2', 'W06000009')",2019,Q2,W06000009
1188,2,"(2019, 'Q2', 'W06000014')",2019,Q2,W06000014
1189,1,"(2019, 'Q2', 'W06000022')",2019,Q2,W06000022
